category,title,description,price,quantity,detail,images
Men's Clothing,Honorable,"Other physeal fracture of upper end of radius, left arm, initial encounter for closed fracture",149,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Rev,"Displaced fracture of triquetrum [cuneiform] bone, left wrist, subsequent encounter for fracture with routine healing",149,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Dr,"Injury of median nerve at forearm level, right arm, subsequent encounter",149,20,Khaki,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Rev,"Displaced fracture of shaft of fourth metacarpal bone, left hand, subsequent encounter for fracture with delayed healing",149,20,Green,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mrs,Burns involving 60-69% of body surface with 10-19% third degree burns,149,20,Teal,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Dr,"Other tear of unspecified meniscus, current injury, right knee, subsequent encounter",149,20,Purple,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Mr,"Motorcycle driver injured in collision with unspecified motor vehicles in traffic accident, subsequent encounter",149,20,Blue,/home/cyber_mizdav/Pictures/store1.jpg
Books,Ms,"Breakdown (mechanical) of implanted penile prosthesis, subsequent encounter",199,20,Blue,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mrs,"Laceration of muscle, fascia and tendon of other parts of biceps, left arm",199,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mr,Other fracture of shaft of right femur,199,20,Yellow,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Rev,Decreased fetal movements,199,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Dr,"Ligneous conjunctivitis, right eye",199,20,Indigo,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Mr,Machinery accident on board other powered watercraft,199,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Mrs,"Pregnancy related exhaustion and fatigue, second trimester",199,20,Goldenrod,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Mr,"Unspecified effects of lightning, subsequent encounter",199,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Dr,"Unspecified open wound of left hand, initial encounter",199,20,Indigo,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Honorable,"Nondisplaced bicondylar fracture of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",199,20,Purple,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Mr,"Unspecified open wound of right ring finger without damage to nail, subsequent encounter",199,20,Mauv,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Rev,Breakdown (mechanical) of intraocular lens,199,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Dr,"Complete traumatic metacarpophalangeal amputation of left thumb, initial encounter",199,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Mr,"Arthritis due to other bacteria, right ankle and foot",199,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Ms,"Other fracture of unspecified great toe, initial encounter for closed fracture",199,20,Goldenrod,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Honorable,"Displaced fracture of shaft of third metacarpal bone, left hand, subsequent encounter for fracture with delayed healing",199,20,Mauv,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,"Passenger of special industrial vehicle injured in nontraffic accident, initial encounter",199,20,Pink,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Dr,"Laceration of muscle, fascia and tendon of other parts of biceps, unspecified arm, subsequent encounter",199,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Mr,"Burn involving larynx and trachea with lung, subsequent encounter",199,20,Maroon,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Dr,"Corrosion of unspecified degree of multiple sites of left lower limb, except ankle and foot",199,20,Crimson,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Mrs,"Injury of cutaneous sensory nerve at shoulder and upper arm level, right arm, subsequent encounter",199,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mr,"Nondisplaced fracture of proximal phalanx of right ring finger, subsequent encounter for fracture with delayed healing",199,20,Blue,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Mrs,"Drug use complicating pregnancy, childbirth, and the puerperium",199,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Rev,"Other specified injury of left renal artery, sequela",199,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Ms,"Unspecified intracranial injury without loss of consciousness, subsequent encounter",199,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Honorable,"Pathological fracture in other disease, left femur, subsequent encounter for fracture with malunion",199,20,Fuscia,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Rev,"Unspecified fracture of shaft of left femur, sequela",199,20,Mauv,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Dr,"Displaced fracture of lateral malleolus of unspecified fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",199,20,Maroon,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Dr,"Partial traumatic amputation at level between right hip and knee, initial encounter",199,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Dr,"Displaced comminuted fracture of left patella, initial encounter for closed fracture",199,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Dr,"Driver of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter",199,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",199,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Honorable,Postprocedural hypoparathyroidism,199,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Dr,"Puncture wound with foreign body of left middle finger without damage to nail, sequela",199,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Mr,"Dislocation of unspecified interphalangeal joint of unspecified thumb, subsequent encounter",199,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Mrs,"Other fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",199,20,Aquamarine,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,Puncture wound with foreign body of left ring finger with damage to nail,199,20,Violet,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mrs,"Other specified fracture of left pubis, initial encounter for closed fracture",199,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Honorable,Exfoliation due to erythematous condition involving 40-49 percent of body surface,199,20,Purple,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Rev,Sprain of other ligament of left ankle,199,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Ms,"Interstitial myositis, right lower leg",199,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Ms,"Toxic effect of coral snake venom, undetermined",199,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mr,Contusion of left little finger with damage to nail,199,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Dr,"Encounter for contraceptive management, unspecified",199,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
Books,Ms,Changes in skin texture,199,20,Mauv,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Mrs,Unspecified pterygium of right eye,199,20,Aquamarine,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Mr,Postprocedural pneumothorax and air leak,199,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mrs,Exposure of graft of urinary organ,199,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Ms,"Unspecified open wound of abdominal wall, right upper quadrant without penetration into peritoneal cavity, sequela",199,20,Purple,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mr,Unspecified placental disorder,199,20,Green,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Dr,"Displaced fracture of proximal phalanx of right thumb, subsequent encounter for fracture with routine healing",199,20,Maroon,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mrs,"Unspecified dislocation of unspecified toe(s), initial encounter",199,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Ms,Hemangioma of intra-abdominal structures,199,20,Fuscia,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Rev,"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type I or II with nonunion",199,20,Indigo,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Mr,"Activity, soccer",199,20,Mauv,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Dr,Dislocation of metacarpophalangeal joint of unspecified finger,199,20,Blue,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Dr,Other gonococcal infections,199,20,Maroon,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Ms,"Other specified injury of superficial vein at shoulder and upper arm level, left arm",199,20,Violet,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Ms,"Poisoning by loop [high-ceiling] diuretics, intentional self-harm, subsequent encounter",199,20,Yellow,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Rev,"Puncture wound without foreign body of left shoulder, sequela",199,20,Maroon,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Ms,"Other specified injury of intercostal blood vessels, right side, sequela",199,20,Turquoise,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Rev,"Bucket-handle tear of unspecified meniscus, current injury, unspecified knee, subsequent encounter",199,20,Puce,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Mr,"Toxic effect of tetrachloroethylene, assault, subsequent encounter",199,20,Maroon,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Rev,Contact with nonvenomous amphibians,199,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Honorable,"Poisoning by other agents primarily acting on the respiratory system, accidental (unintentional), subsequent encounter",199,20,Mauv,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Honorable,"Acute serous otitis media, recurrent, left ear",199,20,Green,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Mrs,Displaced lateral mass fracture of first cervical vertebra,199,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Ms,"Sprain of interphalangeal joint of right lesser toe(s), subsequent encounter",199,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Ms,Puncture wound with foreign body of penis,199,20,Yellow,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Rev,"Burn of second degree of unspecified shoulder, subsequent encounter",199,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Rev,"Displaced fracture of lesser trochanter of right femur, subsequent encounter for closed fracture with malunion",199,20,Maroon,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Honorable,Malignant neoplasm of orbit,199,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Rev,"Pregnancy care for patient with recurrent pregnancy loss, unspecified trimester",199,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Rev,"Other juvenile arthritis, unspecified elbow",199,20,Orange,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Honorable,"Unspecified open wound of left thumb with damage to nail, sequela",199,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Mrs,"Corrosion of third degree of head, face, and neck",199,20,Maroon,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Rev,"Other specific joint derangements, not elsewhere classified",199,20,Fuscia,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mr,"Bennett's fracture, unspecified hand, subsequent encounter for fracture with routine healing",199,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Rev,"Other chronic nonsuppurative otitis media, left ear",199,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Mr,Acquired absence of left shoulder,199,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Dr,"Unspecified fracture of fourth lumbar vertebra, initial encounter for open fracture",199,20,Aquamarine,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Rev,"Unspecified injury of flexor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",199,20,Green,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Mrs,"Osteitis condensans, hand",199,20,Turquoise,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Ms,"Underdosing of other opioids, subsequent encounter",199,20,Yellow,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Honorable,"Other superficial bite of right thigh, initial encounter",199,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Ms,"Unspecified pedal cyclist injured in collision with other pedal cycle in traffic accident, initial encounter",199,20,Aquamarine,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Mrs,"Laceration of unspecified muscles, fascia and tendons at thigh level, left thigh, subsequent encounter",199,20,Aquamarine,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Ms,"Bent bone of right ulna, sequela",199,20,Red,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Mrs,Basal cell carcinoma of skin of unspecified ear and external auricular canal,199,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Rev,"Other fracture of upper end of unspecified radius, subsequent encounter for closed fracture with malunion",199,20,Maroon,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mrs,Cutaneous abscess of unspecified hand,199,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Honorable,"Unspecified open wound of unspecified forearm, sequela",199,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Mr,"Other displaced fracture of fourth cervical vertebra, initial encounter for closed fracture",199,20,Aquamarine,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Mr,"Blister (nonthermal), unspecified thigh",199,20,Blue,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Honorable,"Nondisplaced fracture of distal phalanx of left thumb, subsequent encounter for fracture with routine healing",199,20,Yellow,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Dr,"Other chorioretinal inflammations, bilateral",199,20,Fuscia,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Dr,"Person on outside of three-wheeled motor vehicle injured in collision with railway train or railway vehicle in traffic accident, initial encounter",199,20,Red,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Ms,"Unspecified displaced fracture of sixth cervical vertebra, subsequent encounter for fracture with nonunion",199,20,Violet,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Honorable,"Puncture wound with foreign body of unspecified back wall of thorax without penetration into thoracic cavity, initial encounter",199,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Rev,Contusion of left foot,199,20,Violet,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Mr,Intraoperative hemorrhage and hematoma of a circulatory system organ or structure complicating a cardiac catheterization,148,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Dr,"Displaced fracture of greater tuberosity of unspecified humerus, subsequent encounter for fracture with malunion",148,20,Indigo,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Dr,"Toxic effect of venom of other Australian snake, intentional self-harm, sequela",148,20,Orange,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Mr,Unspecified dislocation of right thumb,148,20,Mauv,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Rev,"Foreign body in conjunctival sac, unspecified eye, subsequent encounter",148,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Rev,"Strain of intrinsic muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",148,20,Goldenrod,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Ms,"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter",148,20,Aquamarine,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Honorable,"Unspecified open wound of unspecified external genital organs, male, initial encounter",148,20,Aquamarine,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Mrs,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, unspecified leg, initial encounter",148,20,Puce,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Dr,Military operations involving explosion of unspecified marine weapon,148,20,Yellow,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mrs,"Underdosing of antifungal antibiotics, systemically used, initial encounter",148,20,Turquoise,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Mr,West Nile virus infection,148,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Mrs,Unspecified superficial injury of scalp,148,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Dr,"Other osteoporosis with current pathological fracture, unspecified site, subsequent encounter for fracture with delayed healing",148,20,Yellow,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Ms,"Unspecified complication of procedure, sequela",148,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Dr,"Toxic effect of soaps, undetermined, subsequent encounter",148,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mr,"Corrosion of first degree of unspecified elbow, initial encounter",148,20,Mauv,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Rev,"Driver of special construction vehicle injured in traffic accident, sequela",148,20,Maroon,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Dr,"Displaced supracondylar fracture without intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",148,20,Violet,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Rev,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness, subsequent encounter",148,20,Pink,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mr,"Displaced fracture of proximal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with nonunion",148,20,Aquamarine,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Dr,"Unspecified subluxation of right middle finger, subsequent encounter",148,20,Turquoise,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Rev,"Nondisplaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",148,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Mrs,"Traumatic rupture of volar plate of left middle finger at metacarpophalangeal and interphalangeal joint, initial encounter",148,20,Crimson,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Rev,"Nondisplaced longitudinal fracture of unspecified patella, initial encounter for closed fracture",148,20,Fuscia,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Dr,Foreign body or object entering through skin,148,20,Pink,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Mr,"Laceration without foreign body of unspecified shoulder, subsequent encounter",148,20,Pink,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Rev,"Other mechanical complication of other implanted electronic stimulator of nervous system, initial encounter",148,20,Mauv,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Mr,"Drug-induced gout, ankle and foot",148,20,Mauv,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Ms,"Poisoning by loop [high-ceiling] diuretics, undetermined, sequela",148,20,Khaki,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Honorable,"Nondisplaced oblique fracture of shaft of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion",148,20,Indigo,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Honorable,"Poisoning by selective serotonin and norepinephrine reuptake inhibitors, assault, sequela",148,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Ms,"Driver of bus injured in collision with unspecified motor vehicles in traffic accident, sequela",148,20,Blue,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mr,"Nondisplaced fracture of proximal phalanx of unspecified finger, initial encounter for open fracture",148,20,Teal,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mrs,"Corrosion of third degree of multiple left fingers (nail), including thumb, sequela",148,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Rev,Postencephalitic parkinsonism,148,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Mr,"Burn of third degree of multiple right fingers (nail), including thumb, sequela",148,20,Goldenrod,/home/cyber_mizdav/Pictures/store_banner.jpg
Accessories,Ms,"Nondisplaced transverse fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",148,20,Puce,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Ms,"Internal ophthalmoplegia (complete) (total), left eye",148,20,Yellow,/home/cyber_mizdav/Pictures/store1.jpg
Books,Ms,"Penetrating wound of orbit with or without foreign body, right eye",148,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Mrs,"Poisoning by iminostilbenes, accidental (unintentional), sequela",148,20,Crimson,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Rev,"Strain of unspecified muscles, fascia and tendons at forearm level",148,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Rev,"Nondisplaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with routine healing",148,20,Aquamarine,/home/cyber_mizdav/Pictures/store1.jpg
Books,Mrs,"Nondisplaced fracture of shaft of fourth metacarpal bone, left hand, sequela",148,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Rev,"Unspecified atherosclerosis of unspecified type of bypass graft(s) of the extremities, other extremity",148,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Mrs,Other abnormalities of gait and mobility,148,20,Orange,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,"Leakage of surgically created arteriovenous fistula, sequela",148,20,Green,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Honorable,"Unspecified physeal fracture of lower end of humerus, right arm, subsequent encounter for fracture with routine healing",148,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Rev,"Unspecified injury of unspecified carotid artery, subsequent encounter",148,20,Orange,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Rev,"Unspecified fracture of fifth lumbar vertebra, initial encounter for closed fracture",148,20,Khaki,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Ms,"Malignant melanoma of unspecified upper limb, including shoulder",148,20,Maroon,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Rev,Superficial injury of unspecified part of head,148,20,Blue,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Mr,"Corrosion of third degree of left palm, subsequent encounter",148,20,Goldenrod,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Ms,"Unspecified injury of femoral vein at hip and thigh level, right leg",148,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Rev,Unspecified open wound of right little finger without damage to nail,148,20,Pink,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Dr,"Fracture of bony thorax, part unspecified, subsequent encounter for fracture with delayed healing",148,20,Khaki,/home/cyber_mizdav/Pictures/store_banner.jpg
Books,Ms,Pressure ulcer of left buttock,148,20,Khaki,/home/cyber_mizdav/Pictures/store1.jpg
House Garden,Dr,Malignant neoplasm of overlapping sites of vulva,148,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Mrs,"Other bursitis, not elsewhere classified, right hip",148,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mr,"Poisoning by methadone, accidental (unintentional), initial encounter",148,20,Violet,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Mrs,Other specified perinatal digestive system disorders,148,20,Violet,/home/cyber_mizdav/Pictures/DATA.jpg
Electronics,Rev,"Villonodular synovitis (pigmented), unspecified hand",148,20,Indigo,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Mr,"Laceration with foreign body of unspecified hand, initial encounter",148,20,Turquoise,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Ms,"Poisoning by antidiarrheal drugs, intentional self-harm, subsequent encounter",148,20,Yellow,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Honorable,Other superficial bite of breast,148,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
Accessories,Ms,"Spinal enthesopathy, multiple sites in spine",148,20,Teal,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Dr,Unspecified fracture of navicular [scaphoid] bone of left wrist,148,20,Blue,/home/cyber_mizdav/Pictures/store1.jpg
Books,Rev,"Abscess of tendon sheath, shoulder",148,20,Blue,/home/cyber_mizdav/Pictures/DATA.jpg
Men's Clothing,Ms,Adverse effect of unspecified agents primarily affecting the gastrointestinal system,148,20,Violet,/home/cyber_mizdav/Pictures/store_banner.jpg
Men's Clothing,Honorable,"Contact with hot drinks, initial encounter",148,20,Puce,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Dr,"Anterior dislocation of left radial head, initial encounter",148,20,Mauv,/home/cyber_mizdav/Pictures/store1.jpg
Electronics,Mr,Other specified injury of left renal vein,148,20,Aquamarine,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mr,Non-pressure chronic ulcer of left calf with unspecified severity,148,20,Goldenrod,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Mr,"Passenger of ambulance or fire engine injured in nontraffic accident, subsequent encounter",148,20,Teal,/home/cyber_mizdav/Pictures/store_banner.jpg
Suitcases & Bags,Ms,"Displaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing",148,20,Aquamarine,/home/cyber_mizdav/Pictures/DATA.jpg
Books,Honorable,"Fall on board other unpowered watercraft, subsequent encounter",148,20,Purple,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Honorable,Tanapox virus disease,148,20,Violet,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Dr,"Nondisplaced fracture of lateral condyle of unspecified tibia, subsequent encounter for closed fracture with malunion",148,20,Pink,/home/cyber_mizdav/Pictures/store_banner.jpg
Electronics,Dr,"Displaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with nonunion",148,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
House Garden,Rev,Postprocedural stenosis of external ear canal,148,20,Purple,/home/cyber_mizdav/Pictures/DATA.jpg
Accessories,Dr,"Injury of other flexor muscle, fascia and tendon at forearm level",148,20,Turquoise,/home/cyber_mizdav/Pictures/store1.jpg
Men's Clothing,Honorable,"Dislocation of unspecified interphalangeal joint of unspecified finger, initial encounter",148,20,Pink,/home/cyber_mizdav/Pictures/DATA.jpg
Suitcases & Bags,Honorable,"Crushing injury of unspecified part(s) of right wrist, hand and fingers, initial encounter",148,20,Mauv,/home/cyber_mizdav/Pictures/store1.jpg
Suitcases & Bags,Mrs,"Torus fracture of upper end of right ulna, subsequent encounter for fracture with delayed healing",148,20,Purple,/home/cyber_mizdav/Pictures/store_banner.jpg
House Garden,Mr,Nonrheumatic pulmonary valve stenosis,148,20,Crimson,/home/cyber_mizdav/Pictures/store_banner.jpg
